2019877,2319902
756037,1055616
86860,387140
1620028,1920566
1831108,2131556
1900132,2200648
284266,584409
2318767,2619056
75319,375670
1717768,2018564
1274746,1574992
178736,478658
143601,443609
105166,405098
1421240,1721573
1108131,1407617
693894,993708
1624399,1924920
1424704,1725159
2134432,2434422
2376622,2676943
2097658,2397950
1408636,1708990
2483551,2783837
1974810,2275026
2196205,2496141
2026274,2326359
1492489,1792737
2628935,2928416
1224670,1524738
1612605,1913085
64313,364639
735933,1035355
534204,834454
63457,363761
1355980,1656237
2451748,2752104
1922747,2223105
1418417,1718696
667453,967380
2254607,2554861
2604270,2904096
2156860,2456701
1643752,1944513
1987120,2287306
780035,1079643
888570,1187730
1283699,1583952
1375622,1676043
2509277,2809372
2290284,2590355
892258,1191386
2497308,2797447
875243,1174591
627589,927541
2000991,2301233
464563,764547
2221649,2521763
1317328,1617572
1683261,1984014
690870,990796
137281,437226
877363,1176704
1351871,1652120
1267818,1568087
2150164,2449944
2610176,2909989
267218,567339
1456564,1757023
757687,1057216
37331,337772
1172967,1472770
1438085,1738433
2132373,2432398
1437561,1737917
1994011,2294277
2080659,2380899
2412091,2712261
241097,541020
519188,819277
831002,1130364
1492515,1792770
1486894,1787151
985034,1284130
2027831,2327844
2653073,2952201
1890395,2190863
32436,332913
1291788,1592108
1028845,1328337
2537243,2837272
1657040,1957581
1694121,1994972
632907,932784
1541806,1842329
857993,1157309
1676918,1977544
718884,1018479
1843768,2144210
1638183,1938759
1583652,1884097
2668195,2967321
2028773,2328789
2356034,2656608
1748809,2049457
2273056,2573282
1534703,1835155
1935867,2236033
1386680,1687017
1393782,1694190
2684087,2983316
1590856,1891440
1506291,1806607
1989797,2290068
1324158,1624373
1493095,1793341
2520561,2820625
1709414,2010200
674353,974244
2429832,2730169
983984,1283078
1648059,1948673
172571,472453
362517,662461
498852,798798
650030,949998
105141,405075
235489,535465
804406,1103819
210994,511292
1196783,1496794
1833653,2134076
2666691,2965860
703696,1003429
1323502,1623682
1218128,1518235
378327,678248
316816,616659
660544,960413
113860,413869
1676544,1977158
175502,475408
2478213,2778527
126115,426043
1857002,2157597
2003667,2303847
2647578,2946750
874859,1174198
2145047,2444927
868472,1167810
13594,314304
1948187,2248324
533075,833356
80325,380685
1897081,2197494
556991,856970
1098036,1397325
105632,405650
1609728,1910158
846314,1145608
253396,553472
1142255,1441837
2123506,2423514
1154491,1454066
921605,1220783
2078214,2378453
2367907,2668385
2310796,2610950
1165798,1465583
1563520,1863925
