217330,220320
839263,842302
1199498,1202495
2886453,2889351
1446326,1449356
1505351,1508263
2732413,2735433
2319621,2322617
2763878,2766938
2827363,2830394
1258040,1261126
1766843,1769885
359597,362587
2146231,2149263
1487231,1490209
488439,491426
1308425,1311448
1236065,1239082
2205884,2208893
2457783,2460839
1752220,1755189
2609685,2612707
455100,458179
2610709,2613742
2038775,2041744
2836472,2839425
536483,539448
1010320,1013344
2045886,2048913
2155042,2158163
831324,834364
1995169,1998141
594252,597218
373197,376182
114696,117704
65150,68134
299973,302919
1325464,1328445
1646859,1649896
955748,958836
1826990,1829956
1291008,1293998
332856,335783
664642,667723
773880,776903
1577375,1580405
2317549,2320526
18750,21873
1471182,1474135
1722274,1725280
673841,676842
243987,246999
2009665,2012658
2746396,2749335
1996400,1999434
1845413,1848418
1391045,1394013
591010,593959
2776618,2779588
1224205,1227222
114635,117628
1328594,1331543
1721289,1724283
2322531,2325544
1434164,1437064
1602822,1605789
1765956,1769032
2129777,2132757
1328594,1331543
1719686,1722674
1583459,1586449
2404387,2407350
1662383,1665380
660252,663143
2795284,2798276
474860,477860
160950,163963
1460441,1463373
2011677,2014613
1399738,1402774
786730,789730
1068038,1071025
2541666,2544641
1247624,1250624
2313516,2316524
2482674,2485640
1588143,1591148
2032285,2035272
1625088,1628159
2805383,2808442
1399441,1402474
2893396,2896410
1042280,1045229
1291094,1294084
2752877,2755877
244098,247120
1141929,1144896
565449,568446
2507904,2510989
1710994,1713929
1432050,1435034
235554,238526
1963949,1967037
2172427,2175501
44689,47750
1398708,1401775
1391234,1394200
1319115,1322093
1363563,1366497
883971,887016
1576034,1579047
536902,539924
241627,244701
2346871,2349832
1947353,1950349
2188214,2191231
2213840,2216866
1888410,1891370
692732,695789
1939668,1942673
335739,338765
380435,383477
1367305,1370332
2414492,2417539
2871216,2874210
2420804,2423824
1377819,1380830
1309255,1312270
2156769,2159835
2643046,2646031
209027,212015
2705593,2708566
1728268,1731293
595886,598789
2142371,2145354
2300067,2303015
108309,111300
2174858,2177814
1693696,1696693
1085952,1088902
1611767,1614655
1512509,1515444
158980,162031
2835751,2838772
1947560,1950538
90800,93827
9371,12327
2521208,2524231
1353385,1356394
2337612,2340603
2509470,2512511
1255042,1258083
1601055,1603995
336060,339062
2664304,2667325
2924913,2927962
416451,419438
1404730,1407746
2678254,2681314
1031188,1034168
2730269,2733237
542732,545673
673359,676336
2122259,2125206
1950937,1953979
1340863,1343851
2557930,2560922
2007405,2010316
2710554,2713567
437488,440422
268596,271571
866458,869551
1424311,1427287
2246501,2249585
1370206,1373231
1301583,1304621
2319105,2322098
2558486,2561472
1372730,1375717
1496737,1499749
2199827,2202790
727109,730111
423196,426145
1923586,1926616
12552,15494
1997575,2000574
2163824,2166860
988756,991745
1332613,1335627
2770595,2773555
2060437,2063491
2529775,2532742
1898118,1901083
1580128,1583100
1000726,1003691
341575,344581
445581,448605
331759,334700
561446,564453
2253184,2256164
1022087,1025083
1753952,1756924
2428701,2431706
894316,897255
1825650,1828646
1006911,1009907
1059512,1062480
2637880,2640895
2474768,2477749
1631173,1634220
2943414,2946427
1617004,1620024
2690319,2693283
437342,440278
1098598,1101584
1890840,1893824
557067,560017
551775,554724
956732,959765
2977524,2980525
1936598,1939564
2836680,2839622
2202762,2205713
982178,985134
2568459,2571422
2715111,2718085
1763280,1766319
353270,356245
2902176,2905178
1245630,1248622
2522404,2525384
2562786,2565813
1489346,1492344
1906428,1909410
2249794,2252822
979449,982405
849859,852804
174917,177968
336317,339301
2462526,2465477
2091720,2094790
32327,35364
245955,248903
2679202,2682223
648058,651079
1357606,1360556
1255878,1258964
2265840,2268789
999676,1002637
1925036,1928034
2853835,2856914
2835353,2838378
1051429,1054418
2501132,2504081
2393091,2396102
1644767,1647800
640260,643286
2435250,2438264
2459326,2462374
2805566,2808604
1867336,1870372
2652526,2655476
638500,641493
1343251,1346243
413173,416162
445485,448502
2383101,2386094
1738678,1741632
2625074,2628069
886761,889757
2026571,2029570
936448,939442
1321147,1324152
2976058,2979061
2434223,2437231
1862373,1865374
2162086,2165137
504941,507981
956351,959400
1562302,1565294
364477,367503
2808077,2811096
1442698,1445707
2519321,2522288
542141,545071
1504195,1507112
1454355,1457244
2678585,2681623
219982,222888
2192608,2195671
375244,378220
2478879,2481994
2944549,2947589
898845,901958
2348084,2351068
1737677,1740614
1782334,1785295
1538698,1541721
1817335,1820284
777640,780637
2692979,2695957
2983439,2986439
2207200,2210196
97042,100067
323921,326969
2365255,2368269
149548,152531
486934,489906
913512,916473
1469221,1472233
2337872,2340858
2550973,2553976
1727172,1730194
2230587,2233600
736355,739328
2153366,2156399
1974205,1977183
2324659,2327683
88776,91724
2990265,2993242
375677,378709
2399746,2402739
1223412,1226450
695472,698436
12387,15327
2398747,2401730
2020698,2023633
2667678,2670711
2248389,2251425
254641,257698
2560877,2563822
1651558,1654548
1284141,1287148
111363,114355
2757460,2760487
336812,339790
1204329,1207300
1183868,1186873
2185714,2188698
1073398,1076427
1837517,1840594
1931587,1934617
311938,314978
85907,88894
2905727,2908652
699103,702137
1413230,1416295
1936191,1939149
265201,268173
567003,570003
2041291,2044373
2626225,2629205
1929121,1932166
2909714,2912696
210526,213537
130160,133134
2819848,2822898
2790809,2793803
572303,575265
2021181,2024109
812882,815808
982603,985586
2093541,2096600
1177981,1181010
212635,215628
693771,696758
1771865,1774853
1224853,1227804
2055893,2058861
2873536,2876461
2872347,2875291
35004,37965
454282,457355
913741,916693
1538630,1541641
2729777,2732753
863394,866463
2339856,2342834
2250591,2253595
1699683,1702628
683298,686331
2420793,2423818
849760,852698
2757141,2760204
571299,574216
745493,748550
2811210,2814309
1678063,1681081
1452291,1455346
2453719,2456642
611263,614233
1526597,1529564
728389,731349
2188980,2191966
1418535,1421455
2155457,2158551
2215778,2218743
390587,393571
722884,725822
1970551,1973507
2096311,2099358
1890867,1893847
1844168,1847166
167979,170988
1011416,1014453
446634,449643
839562,842577
1203064,1206034
1608803,1611787
1045581,1048584
1257467,1260562
2191933,2194900
1342886,1345898
2458620,2461665
2263136,2266146
2734173,2737199
1665110,1668090
1153472,1156523
220740,223677
1888238,1891196
789947,792980
1189978,1193064
525009,528071
774649,777714
949980,952990
247496,250484
1579503,1582490
192139,195140
1228676,1231675
2021661,2024585
2985138,2988068
356176,359154
579002,581992
2452752,2455675
60934,63929
1197783,1200773
1505295,1508205
36686,39692
923680,926648
1560367,1563360
2098386,2101377
988651,991635
432252,435270
2839856,2842763
347006,350071
2521011,2524023
2460410,2463442
617634,620629
792557,795531
1321299,1324312
1901543,1904588
1311710,1314686
415489,418505
2310578,2313603
1802923,1805970
1345360,1348326
1551436,1554455
165151,168165
2918905,2921853
1669735,1672704
2099872,2102878
2075657,2078671
599137,602192
1269892,1272904
1967434,1970397
2663923,2666917
1313235,1316236
2743320,2746268
325814,328846
2009540,2012523
912765,915753
1295437,1298445
1074849,1077865
573402,576477
552129,555085
1300165,1303150
966774,969734
1410376,1413421
2565159,2568171
2793049,2796042
1637590,1640567
2348681,2351684
1194676,1197663
789575,792618
577,3512
2774127,2777126
2606343,2609314
2720607,2723599
2838683,2841612
2416529,2419497
557631,560592
2644170,2647114
129391,132372
610471,613461
991641,994643
2166577,2169544
2123948,2126968
2307477,2310549
363922,366908
1220642,1223624
109062,112068
743450,746468
686213,689226
1849281,1852271
552136,555092
1637213,1640181
929049,932030
720681,723687
511273,514244
451095,454113
2228712,2231688
2510461,2513461
691308,694299
326278,329284
239712,242714
