2417745,2718279
538494,838854
1611575,1911437
639685,940057
1695610,1995302
1228168,1528023
2658463,2958188
2010283,2310311
275327,575443
2144599,2444417
2394512,2694673
30700,331016
1388369,1688390
1441049,1741402
2614197,2913653
161546,461206
832965,1132969
1546368,1846411
1586601,1886659
1241091,1540844
1534513,1834386
1148459,1448273
1226414,1526254
1910112,2210050
586121,886384
2155134,2454991
1465297,1765660
1535538,1835441
268565,568699
1381427,1681538
1879979,2179718
571944,872120
1475142,1775449
1263154,1562845
1160329,1460079
1396117,1696253
2148024,2447883
331789,631935
1992418,2292329
669889,969931
2405551,2705875
208957,508750
774006,1074261
1661424,1961354
808216,1108097
2232350,2532189
1991834,2291783
1876994,2176784
348633,649036
1390571,1690582
210857,510616
1452179,1752503
1699567,1999249
1790947,2090757
2094666,2394491
281087,581133
1826303,2126217
1648285,1948209
2694812,2994498
228994,528839
1830663,2130649
2392854,2692985
997566,1297303
1475968,1776257
2080642,2380474
2126460,2426320
1176060,1475737
1696997,1996678
1077309,1377023
1864371,2164213
2146472,2446309
527071,827485
256425,556374
557586,857909
439825,740215
1603392,1903305
418887,719173
2036403,2336543
1553415,1853457
2141082,2440877
376258,676816
1097608,1397568
250925,550868
2610947,2910372
2631916,2931485
2345434,2645386
1909150,2209088
1635787,1935667
304869,604946
224303,524101
1908330,2208262
1773538,2073192
582151,882390
868894,1168946
1329065,1629166
2312394,2612525
1964205,2264186
1956696,2256746
236953,536771
167814,467562
1402406,1702430
251703,551652
24779,325027
796558,1096628
1531331,1831219
1671714,1971519
1152779,1452582
12331,312632
2440291,2740663
2515320,2815259
364730,665318
2461958,2762297
133135,432845
977498,1277331
77622,377275
1431735,1732040
1813534,2113215
1836123,2136129
1711174,2010874
1702524,2002270
730186,1030299
2122254,2422043
1717125,2016877
1735985,2035483
904344,1204402
406910,707309
104955,404568
1245775,1545421
1161563,1461330
418758,719057
1598002,1897948
371155,671734
2225108,2524842
547367,847754
2082765,2382680
629276,929591
726237,1026227
270813,571023
833969,1133931
2409626,2709989
2112103,2412012
2438950,2739326
689135,989210
291184,591300
692389,992517
2185952,2485763
2056944,2356830
136311,435988
2168729,2468517
1137621,1437414
2342380,2642425
2691781,2991533
1037256,1337076
2061081,2361051
1635627,1935512
1239075,1538841
698691,998892
202774,502542
2016782,2316841
2375334,2675417
140292,439990
2518609,2818444
1099529,1399510
727737,1027740
1392907,1693062
2380574,2680682
1421150,1721335
2547271,2846984
1715786,2015536
2045349,2345475
1385103,1685176
433034,733368
217958,517627
1819909,2119736
1074918,1374604
2052666,2352706
2253141,2553077
1006827,1306731
1240064,1539821
2275251,2575412
862200,1162224
987714,1287467
1341177,1641198
965998,1265714
1678094,1977941
